id,content,showNote
2304,Forget cryptic commit messages! #conventionalcommits level up your Git game with a proven convention. Listen up on @SyntaxFM 🔥,383
2305,Hear @scottydotjs and @wesbos discuss how to effectively troubleshoot bugs and fix problems in your code!,384
2306,Get pro tips on building your own component library and managing it from @scottydotjs and @wesbos!,384
2307,Learn how @RustLang can supercharge your web dev projects when combined with WebAssembly from @scottydotjs and @wesbos!,384
2308,"The age old framework vs library debate is tackled by @scottydotjs and @wesbos - they say it doesn't really matter!",384
2309,.@sanity_io makes customizing your CMS diff view easy says @wesbos - read their new blog post on it!,384
2310,"Submit your web dev questions to @SyntaxFM and hear @scottydotjs and @wesbos discuss topics like React, debugging, and more!",384
2311,Learn why you should never trust client side validation for security or app logic. Some great examples from @wesbos on @SyntaxFM!,385
2312,"Client validation is easy for users to manipulate - great examples from @wesbos on why server validation is so important. Don't skip it!",385
2313,Manipulating client side validation to order unavailable products? @wesbos has you covered on @SyntaxFM - listen in to learn why server validation matters!,385
2314,"Hilarious example from @wesbos on how he manipulated client validation to 'order' an out of stock product. Learn why server validation is key on the latest @SyntaxFM",385
2315,"Think client validation is enough? Think again! Tune into the latest @SyntaxFM to learn from @wesbos's regrettable story about why server validation is so important.",385
2316,"Server validation isn't just for security - it improves consistency across platforms. More pro tips on validating user data from @wesbos on @SyntaxFM",385
2317,"Learn how a passion for @reactjs and chance encounter led to the creation of @reactathon, one of the premier React conferences out there! 🎤📢",386
2318,"Ever wanted to start your own developer conference? 🤔 @bdunphy shares his origin story and top tips for identifying your motivation, audience and abilities. 💡",386
2319,"The inside scoop on building a conference from scratch through passion, hustle and transparency. @bdunphy takes us behind the scenes of @reactathon's wild ride! 🎢",386
2320,".@syntaxfm at @reactathon? Find out how the premier React conference hosted everyone's favorite web dev podcasters for a special live show! 🎙️",386
2321,From hosting @reactjs meetups to running major multi-day conferences...@bdunphy recounts the exhilarating journey behind @reactathon! 🚀,386
2322,Want to start a conference but intimidated by the workload? @bdunphy explains how he leveraged his unique skills to grow @reactathon solo!,386
2323,Pinterest layouts without JS are finally here! CSS Grid Level 3 brings masonry to the native web 🧱,387
2324,CSS Masonry explained: How the new spec packs grid items together in customizable layouts with no JS required! 🖼️,387
2325,"The future is here! CSS Masonry is landing, completing the holy trinity of Grid, Flexbox and Masonry 🔥",387
2326,"No more hacky JS solutions! CSS Masonry allows packing grid items in any direction, even RTL flows! 💪",387
2327,"We've been waiting years for this! CSS Masonry fills the last gap, completing the CSS layout dream team! 🎉",387
2328,"Get ready for the Neumasonry revival as CSS Masonry drops, allowing flexible Pinterest style layouts! 😎",387
2329,The Masonry auto flow property controls packing vs skipping with next row. Learn how in our deep CSS Grid 3 dive! 🤓,387
2330,Want to add dark mode and theming to your site? @scotttolinski and @wesbos share their tips on @SyntaxFM!,388
2331,"Learn how to use color variables, system colors, override classes, and more for implementing dark mode in web dev on the latest @SyntaxFM!",388
2332,"Struggling with issues like color contrast, inverse sections, SVG colors, and opacity in your themes? @scotttolinski and @wesbos have solutions on @SyntaxFM!",388
2333,Get the scoop on upcoming CSS features like color contrast and relative color that will make theming and dark mode much easier from @SyntaxFM!,388
2334,"@scotttolinski and @wesbos walk through the gotchas and solutions for implementing dark mode in web dev on the latest @SyntaxFM - don't miss it!",388
2335,"Get the inside scoop on @jasonlangsdorf's new studio setup for creating engaging web dev content!",389
2336,What does @jasonlangsdorf think about AI? Find out his perspective on using it as a creation vs publishing tool.,389
2337,Ever wondered how @jasonlangsdorf consistently makes great content? He shares his approach to focus and exploration.,389
2338,"Curious about the React ecosystem these days? @jasonlangsdorf gives his candid thoughts on how he feels it's evolving.",389
2339,".@jasonlangsdorf started seriously pursuing video content back in 2015/2016. Now he's going full-time to keep pushing the medium further!",389
2340,"With so much noise online, @jasonlangsdorf predicts in-person relationships will become even more important for cutting through.",389
2341,Learn how @Cloudflare Workers allows deploying serverless code at the edge for speed and scale! #serverless,390
2342,Find out how @Cloudflare Workers can modify responses and proxy apps entirely! #edgecomputing,390
2343,Hear how @Cloudflare leverages service workers for a standardized edge computing model. #webdev,390
2344,Discover how the Winter CG group collaborates on web standards across runtimes like @Cloudflare Workers. #javascript,390
2345,Local dev with Wrangler CLI uses the actual @Cloudflare Workers runtime for consistency. #javascript,390
2346,Check out the new @Cloudflare AI integration for easy model deployment! #ai #machinelearning,390
2347,"Don't miss the handy cache API in @Cloudflare Workers for persisting data at the edge. #apilearn",390
2348,Hear the inside scoop on the tough early days at @npmjs from ex-CTO @darcyclarke,391
2349,"Get the backstory on @Shopify's acquisition of @jet_cooper from @darcyclarke",391
2350,.@darcyclarke coded for the Grammys and built a book for @ManningBooks while working 3 jobs - true hustle!,391
2351,Why monorepos struggle with legacy packages and how @volt_sh plans to fix it with @darcyclarke,391
2352,Learn how enterprises securely use private registries on-prem from ex-@npmjs CTO @darcyclarke,391
2353,.@darcyclarke aims to build the Google of packages with his new project @volt_sh - indexing all packages and metadata,391
2354,Learn all about those mysterious #JavaScript maps and sets on the latest @SyntaxFM!,392
2355,"Spice up your #JavaScript with maps & sets instead of plain arrays & objects - here's why on @SyntaxFM",392
2356,Buffalo sauce objects & honey garlic arrays - aka maps & sets in JS. Get the scoop on @SyntaxFM,392
2357,Stop reaching for arrays & objects in #JavaScript - learn when maps & sets are better on the latest @SyntaxFM,392
2358,Map out when to use maps & set your sets straight on @SyntaxFM - #JavaScript maps & sets demystified,392
2359,Learn when and how to use the powerful stale while revalidate caching technique for faster page loads!,393
2360,Understand why stale while revalidate caching avoids making users wait for background tasks to complete.,393
2361,Find out how stale while revalidate caching can instantly serve cached assets while kicking off fresh regenerations in the background.,393
2362,Stale while revalidate lets you serve cached content FAST while asynchronously generating fresh content behind the scenes. Genius!,393
2363,"Don't make users wait on slow operations - use stale while revalidate caching for speed while you generate fresh assets in the background.",393
2364,"Stale while revalidate is like serving day-old bread: not ideal, but better than making every user wait for a fresh loaf!",393
2365,Just launched the new @SyntaxFM site? 🎉 Hear all the bugs we hit and lessons we learned in the latest episode!,394
2366,Too much data crashed the database and caused timeouts when generating AI transcripts. More launch lessons on @SyntaxFM,394
2367,Error monitoring with @getsentry was essential for a smooth launch of the new @SyntaxFM site. More tales from launch day on the podcast!,394
2368,We launched @SyntaxFM with TypeScript errors! Learn why that was totally fine and more launch lessons on the latest episode.,394
2369,Local dev is FAST but that caused issues when actually launching live. More launch lessons from the new @SyntaxFM site on the podcast!,394
2370,Wes came in clutch improving design and polish for the new @SyntaxFM site. Hear more launch tales on the latest episode!,394
